blockid,dist2mid,rlmid_emp,rlmid_the,session_id,MDHM,Date,jul_day,Time,hour,dur_hr,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,platform_distance,tide_dist,tide_ht,fish,block_fac,x,y
1S,25,145.55271403066138,153.04119982655925,C028,9_9_12_55,2020-09-09,46,12:55:00,12,0.5,OFF,HS,1,AB,0,1,S,10,22,20,2.57,270,0,21.665770566268577,-3.820259908672467
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_24,2020-09-09,46,14:24:00,14,0.5,OFF,HS,1,AB,0,1,S,325,20,18,2.3,270,0,16.38304088577983,11.471528727020928
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_26,2020-09-09,46,14:26:00,14,0.5,OFF,HS,1,AB,0,1,S,305,25,23,2.29,270,0,14.339410908776152,20.478801107224793
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_27,2020-09-09,46,14:27:00,14,0.5,OFF,HS,1,AB,0,1,S,350,30,29,2.29,270,0,29.544232590366242,5.209445330007911
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_30,2020-09-09,46,14:30:00,14,0.5,OFF,HS,1,AB,0,1,S,325,24,22,2.28,270,0,19.6596490629358,13.765834472425112
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_42,2020-09-09,46,14:42:00,14,0.5,OFF,HS,1,AB,0,1,S,280,17,14,2.25,270,0,2.9520190203378096,16.74173180120754
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_49,2020-09-09,46,14:49:00,14,0.5,OFF,HS,1,AB,0,1,S,280,16,13,2.23,270,0,2.7783708426708795,15.75692404819533
1S,25,145.55271403066138,153.04119982655925,C030,9_9_14_49,2020-09-09,46,14:49:00,14,0.5,OFF,HS,1,AB,0,1,S,5,34,33,2.23,270,0,33.87061973511935,-2.9632952534203776
1S,25,145.55271403066138,153.04119982655925,C031,9_9_14_59,2020-09-09,46,14:59:00,14,0.5,OFF,HS,1,AB,0,1,S,10,25,23,2.2,270,0,24.6201938253052,-4.341204441673258
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_3,2020-09-09,46,15:03:00,15,0.5,OFF,HS,1,AB,0,1,S,330,30,29,2.19,270,0,25.980762113533153,15.000000000000014
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_9,2020-09-09,46,15:09:00,15,0.5,OFF,HS,1,AB,1,1,S,280,30,29,2.17,270,0,5.209445330007899,29.544232590366242
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_12,2020-09-09,46,15:12:00,15,0.5,OFF,HS,1,AB,0,1,S,345,27,25,2.17,270,0,26.079997309804845,6.988114217768058
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_14,2020-09-09,46,15:14:00,15,0.5,OFF,HS,1,AB,0,1,S,350,25,23,2.16,270,0,24.6201938253052,4.34120444167326
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_17,2020-09-09,46,15:17:00,15,0.5,OFF,HS,1,AB,0,1,S,320,15,12,2.15,270,0,11.490666646784668,9.641814145298094
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_19,2020-09-09,46,15:19:00,15,0.5,OFF,HS,1,AB,0,1,S,300,35,34,2.15,270,0,17.5,30.31088913245535
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_20,2020-09-09,46,15:20:00,15,0.5,OFF,HS,1,AB,0,1,S,330,20,18,2.15,270,0,17.320508075688767,10.000000000000009
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_21,2020-09-09,46,15:21:00,15,0.5,OFF,HS,1,AB,0,1,S,350,37,36,2.15,270,0,36.437886861451695,6.424982573676425
1S,25,145.55271403066138,153.04119982655925,C031,9_9_15_22,2020-09-09,46,15:22:00,15,0.5,OFF,HS,1,AB,0,1,S,335,24,22,2.14,270,0,21.7513868888796,10.142838281776779
1S,25,145.55271403066138,153.04119982655925,T081,9_10_11_14,2020-09-10,47,11:14:00,11,0.5,ON,HS,1,AB,0,1,S,280,15,12,2.63,728,0,2.6047226650039494,14.772116295183121
1S,25,145.55271403066138,153.04119982655925,T083,9_10_12_34,2020-09-10,47,12:34:00,12,0.5,ON,HS,1,AMB,0,1,S,324,49,48,2.77,728,0,39.64183272437242,28.801477362331187
1S,25,145.55271403066138,153.04119982655925,T085,9_11_9_36,2020-09-11,48,09:36:00,9,0.5,ON,HS,1,AB,0,1,S,320,38,37,1.54,1153,0,29.10968883852116,24.425929168088505
1S,25,145.55271403066138,153.04119982655925,T085,9_11_9_59,2020-09-11,48,09:59:00,9,0.5,ON,HS,1,AB,0,1,S,315,43,42,1.73,1153,0,30.40559159102154,30.40559159102155
1S,25,145.55271403066138,153.04119982655925,T086,9_11_10_18,2020-09-11,48,10:18:00,10,0.5,ON,HS,1,AB,1,1,S,90,3,8,1.9,1153,0,1.8369701987210297e-16,-3
1S,25,145.55271403066138,153.04119982655925,T086,9_11_10_28,2020-09-11,48,10:28:00,10,0.5,ON,HS,NA,AB,0,1,S,20,0.1,9,1.98,1153,0,0.09396926207859085,-0.03420201433256687
1S,25,145.55271403066138,153.04119982655925,T086,9_11_10_43,2020-09-11,48,10:43:00,10,0.5,ON,HS,1,AB,0,1,S,90,5,7,2.1,1153,0,3.061616997868383e-16,-5
1S,25,145.55271403066138,153.04119982655925,T087,9_11_11_11,2020-09-11,48,11:11:00,11,0.5,ON,HS,1,AB,0,1,S,355,28,26,2.31,1153,0,27.893451546568876,2.4403607969344328
1S,25,145.55271403066138,153.04119982655925,T087,9_11_11_17,2020-09-11,48,11:17:00,11,0.5,ON,HS,1,AB,0,1,S,310,30,29,2.35,1153,0,19.283628290596177,22.981333293569342
1S,25,145.55271403066138,153.04119982655925,T088,9_11_12_11,2020-09-11,48,12:11:00,12,0.5,ON,HS,1,AC,0,1,S,274,8,5,2.65,1153,0,0.5580517899530018,7.9805124020785945
1S,25,145.55271403066138,153.04119982655925,T088,9_11_12_14,2020-09-11,48,12:14:00,12,0.5,ON,HS,1,AC,0,1,S,282,11,6,2.66,1153,0,2.2870285989953536,10.75962360807186
1S,25,145.55271403066138,153.04119982655925,T088,9_11_12_17,2020-09-11,48,12:17:00,12,0.5,ON,HS,1,AC,0,1,S,275,15,12,2.67,1153,0,1.3073361412148683,14.942920471376183
1S,25,145.55271403066138,153.04119982655925,T089,9_11_12_48,2020-09-11,48,12:48:00,12,0.5,ON,HS,1,AC,0,1,S,286,5,8,2.78,1153,0,1.3781867790849969,4.806308479691594
1S,25,145.55271403066138,153.04119982655925,T089,9_11_13_9,2020-09-11,48,13:09:00,13,0.5,ON,HS,1,AC,0,1,S,285,2,9,2.83,1153,0,0.5176380902050406,1.9318516525781368
1S,25,145.55271403066138,153.04119982655925,T090,9_11_13_47,2020-09-11,48,13:47:00,13,0.5,ON,HS,1,AC,0,1,S,102,3,9,2.88,1153,0,-0.623735072453278,-2.934442802201417
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_39,2020-08-10,1,13:39:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,59,58,1.81,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_41,2020-08-10,1,13:41:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,63,62,1.81,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_43,2020-08-10,1,13:43:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,57,56,1.79,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_45,2020-08-10,1,13:45:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,43,42,1.79,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_49,2020-08-10,1,13:49:00,13,0.5,OFF,HS,2,LB,0,1,N,NA,52,51,1.77,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_51,2020-08-10,1,13:51:00,13,0.5,OFF,HS,3,LB,0,1,N,NA,75,75,1.76,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B006,8_10_13_53,2020-08-10,1,13:53:00,13,0.5,OFF,HS,3,LB,0,1,N,NA,68,67,1.75,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B007,8_10_14_21,2020-08-10,16,14:21:00,14,0.5,OFF,HS,2,LB,0,1,N,NA,56,55,1.63,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B009,8_10_15_25,2020-08-10,16,15:25:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,46,45,1.43,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B009,8_10_15_37,2020-08-10,16,15:37:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,56,55,1.41,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B009,8_10_15_38,2020-08-10,16,15:38:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,60,59,1.41,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B009,8_10_15_44,2020-08-10,16,15:44:00,15,0.5,OFF,HS,2,LB,0,1,N,NA,68,68,1.41,849,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_39,2020-08-11,17,13:39:00,13,0.5,OFF,HS,2,LB,0,1,N,NA,68,67,2.24,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_45,2020-08-11,17,13:45:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,53,52,2.23,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_46,2020-08-11,17,13:46:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,55,54,2.22,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_47,2020-08-11,17,13:47:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,44,43,2.22,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_49,2020-08-11,17,13:49:00,13,0.5,OFF,HS,2,LB,0,1,N,NA,40,39,2.22,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_13_52,2020-08-11,17,13:52:00,13,0.5,OFF,HS,2,LB,0,1,N,NA,39,38,2.21,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_14_5,2020-08-11,17,14:05:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,34,33,2.17,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_14_7,2020-08-11,17,14:07:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,66,65,2.16,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B010,8_11_14_10,2020-08-11,17,14:10:00,14,0.5,OFF,HS,2,LB,0,1,N,NA,52,51,2.16,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_17,2020-08-11,17,15:17:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,61,60,1.96,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_21,2020-08-11,17,15:21:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,38,37,1.95,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_24,2020-08-11,17,15:24:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,50,49,1.94,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_24,2020-08-11,17,15:24:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,41,40,1.94,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_25,2020-08-11,17,15:25:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,60,59,1.94,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_27,2020-08-11,17,15:27:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,44,43,1.93,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_30,2020-08-11,17,15:30:00,15,0.5,OFF,HS,2,LB,0,1,N,NA,53,52,1.93,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_32,2020-08-11,17,15:32:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,45,44,1.92,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B011,8_11_15_37,2020-08-11,17,15:37:00,15,0.5,OFF,HS,1,LB,1,1,N,NA,62,61,1.91,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_15_58,2020-08-11,17,15:58:00,15,0.5,OFF,HS,1,LB,0,1,N,NA,52,51,1.86,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_0,2020-08-11,17,16:00:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,55,54,1.86,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_3,2020-08-11,17,16:03:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,48,47,1.85,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_18,2020-08-11,17,16:18:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,45,44,1.83,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_22,2020-08-11,17,16:22:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,44,43,1.83,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_24,2020-08-11,17,16:24:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,46,45,1.82,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B012,8_11_16_26,2020-08-11,17,16:26:00,16,0.5,OFF,HS,1,LB,0,1,N,NA,45,44,1.82,891,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B014,8_12_13_36,2020-08-12,18,13:36:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,37,36,2.52,137,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B014,8_12_13_56,2020-08-12,18,13:56:00,13,0.5,OFF,HS,1,LB,1,1,N,NA,42,41,2.51,137,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B017,8_13_11_40,2020-08-13,19,11:40:00,11,0.5,OFF,HS,2,LB,0,1,N,NA,45,44,2.03,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B018,8_13_12_7,2020-08-13,19,12:07:00,12,0.5,OFF,HS,2,LB,0,1,N,NA,37,36,2.21,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B018,8_13_12_19,2020-08-13,19,12:19:00,12,0.5,OFF,HS,2,LB,0,1,N,NA,52,51,2.29,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B018,8_13_12_22,2020-08-13,19,12:22:00,12,0.5,OFF,HS,1,LB,0,1,N,NA,40,39,2.3,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B018,8_13_12_22,2020-08-13,19,12:22:00,12,0.5,OFF,HS,1,LB,0,1,N,NA,51,50,2.3,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B019,8_13_13_30,2020-08-13,19,13:30:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,51,50,2.6,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B019,8_13_13_30,2020-08-13,19,13:30:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,53,52,2.6,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B019,8_13_13_42,2020-08-13,19,13:42:00,13,0.5,OFF,HS,2,LB,0,1,N,NA,39,38,2.63,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B020,8_13_14_10,2020-08-13,19,14:10:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,75,74,2.69,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B020,8_13_14_16,2020-08-13,19,14:16:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,53,52,2.7,202,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B022,8_14_13_10,2020-08-14,20,13:10:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,40,39,2.36,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B022,8_14_13_14,2020-08-14,20,13:14:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,37,36,2.39,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B022,8_14_13_18,2020-08-14,20,13:18:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,52,51,2.42,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B022,8_14_13_25,2020-08-14,20,13:25:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,43,42,2.47,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B023,8_14_13_47,2020-08-14,20,13:47:00,13,0.5,OFF,HS,1,LB,1,1,N,NA,40,39,2.6,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B023,8_14_13_57,2020-08-14,20,13:57:00,13,0.5,OFF,HS,1,LB,0,1,N,NA,41,40,2.65,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_27,2020-08-14,20,14:27:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,42,41,2.78,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_33,2020-08-14,20,14:33:00,14,0.5,OFF,HS,2,LB,0,1,N,NA,42,41,2.81,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_37,2020-08-14,20,14:37:00,14,0.5,OFF,HS,2,LB,0,1,N,NA,48,47,2.82,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_39,2020-08-14,20,14:39:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,42,41,2.83,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_46,2020-08-14,20,14:46:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,41,40,2.85,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,B024,8_14_14_50,2020-08-14,20,14:50:00,14,0.5,OFF,HS,1,LB,0,1,N,NA,35,34,2.86,632,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,T001,8_14_19_20,2020-08-14,20,19:20:00,19,0.5,ON,HS,1,LB,0,1,N,69,57,56,2.52,632,1,20.42697312408212,-53.214084310340496
1N,55.5,137.0159374839402,146.11414033754647,T003,8_15_10_47,2020-08-15,21,10:47:00,10,0.5,ON,HS,4,LB,0,1,N,336,58,58,0.5,170,1,52.98563654327086,23.590725298396407
1N,55.5,137.0159374839402,146.11414033754647,T003,8_15_11_3,2020-08-15,21,11:03:00,11,0.5,ON,HS,1,LB,0,1,N,242,51,50,0.65,170,1,-23.94304970208043,45.030327235805274
1N,55.5,137.0159374839402,146.11414033754647,T003,8_15_11_7,2020-08-15,21,11:07:00,11,0.5,ON,HS,1,LB,0,1,N,16,44,43,0.69,170,1,42.29551462128603,-12.128043655947963
1N,55.5,137.0159374839402,146.11414033754647,T004,8_15_11_22,2020-08-15,21,11:22:00,11,0.5,ON,HS,1,LB,0,1,N,16,44,43,0.84,170,1,42.29551462128603,-12.128043655947963
1N,55.5,137.0159374839402,146.11414033754647,T004,8_15_11_26,2020-08-15,21,11:26:00,11,0.5,ON,HS,1,LB,0,1,N,108,44,43,0.88,170,1,-13.596747752497683,-41.84648671698676
1N,55.5,137.0159374839402,146.11414033754647,T004,8_15_11_30,2020-08-15,21,11:30:00,11,0.5,ON,HS,1,LB,0,1,N,90,42,41,0.92,170,1,2.5717582782094417e-15,-42
1N,55.5,137.0159374839402,146.11414033754647,T005,8_15_12_36,2020-08-15,21,12:36:00,12,0.5,ON,HS,1,LB,0,1,N,306,61,60,1.65,170,1,35.85490038984085,49.3500366568718
1N,55.5,137.0159374839402,146.11414033754647,T005,8_15_12_38,2020-08-15,21,12:38:00,12,0.5,ON,HS,2,LB,0,1,N,325,34,33,1.67,170,1,27.851169505825712,19.501598835935578
1N,55.5,137.0159374839402,146.11414033754647,T005,8_15_12_44,2020-08-15,21,12:44:00,12,0.5,ON,HS,2,LB,0,1,N,316,48,47,1.74,170,1,34.52831041625524,33.34360178203188
1N,55.5,137.0159374839402,146.11414033754647,T005,8_15_12_49,2020-08-15,21,12:49:00,12,0.5,ON,HS,1,LB,0,1,N,NA,34,33,1.79,170,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,T006,8_15_13_24,2020-08-15,21,13:24:00,13,0.5,ON,HS,1,LB,0,1,N,297,46,45,2.15,170,1,20.883562988019147,40.98630011266493
1N,55.5,137.0159374839402,146.11414033754647,T006,8_15_13_35,2020-08-15,21,13:35:00,13,0.5,ON,HS,1,LB,0,1,N,348,37,36,2.26,170,1,36.1914612271508,7.692732560257115
1N,55.5,137.0159374839402,146.11414033754647,T007,8_15_14_17,2020-08-15,21,14:17:00,14,0.5,ON,HS,1,LB,0,1,N,291,54,53,2.62,170,1,19.35186927544622,50.41334303084889
1N,55.5,137.0159374839402,146.11414033754647,T008,8_15_14_51,2020-08-15,21,14:51:00,14,0.5,ON,HS,1,LB,0,1,N,324,56,55,2.84,170,1,45.30495168499705,32.9159741283785
1N,55.5,137.0159374839402,146.11414033754647,T008,8_15_15_11,2020-08-15,21,15:11:00,15,0.5,ON,HS,1,LB,0,1,N,352,68,67,2.94,170,1,67.33822867442677,9.46377086528448
1N,55.5,137.0159374839402,146.11414033754647,T009,8_15_15_43,2020-08-15,21,15:43:00,15,0.5,ON,HS,1,LB,0,1,N,14,51,50,3.06,170,1,49.48508204007582,-12.338016675583054
1N,55.5,137.0159374839402,146.11414033754647,T009,8_15_15_48,2020-08-15,21,15:48:00,15,0.5,ON,HS,1,LB,0,1,N,301,41,40,3.08,170,1,21.116561071312216,35.143859328786604
1N,55.5,137.0159374839402,146.11414033754647,T010,8_15_16_29,2020-08-15,21,16:29:00,16,0.5,ON,HS,1,LB,0,1,N,327,46,45,3.15,170,1,38.578846125489505,25.05339561069124
1N,55.5,137.0159374839402,146.11414033754647,T010,8_15_16_46,2020-08-15,21,16:46:00,16,0.5,ON,HS,1,LB,0,1,N,1,46,45,3.16,170,1,45.992993977194,-0.8028106961150415
1N,55.5,137.0159374839402,146.11414033754647,T012,8_16_10_42,2020-08-16,22,10:42:00,10,0.5,ON,HS,1,LB,0,1,N,279,43,42,-0.09,551,1,6.726681996729919,42.470598645590925
1N,55.5,137.0159374839402,146.11414033754647,T014,8_16_12_39,2020-08-16,22,12:39:00,12,0.5,ON,HS,2,LB,0,1,N,339,60,59,1.12,551,1,56.01482558983209,21.502076972718047
1N,55.5,137.0159374839402,146.11414033754647,T014,8_16_12_59,2020-08-16,22,12:59:00,12,0.5,ON,HS,1,LB,0,1,N,NA,46,45,1.37,551,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,T015,8_16_13_44,2020-08-16,22,13:44:00,13,0.5,ON,HS,1,LB,0,1,N,5,66,65,1.93,551,1,65.74885007405521,-5.752279021345439
1N,55.5,137.0159374839402,146.11414033754647,T016,8_16_14_16,2020-08-16,22,14:16:00,14,0.5,ON,HS,1,LB,0,1,N,NA,38,37,2.3,551,1,NA,NA
1N,55.5,137.0159374839402,146.11414033754647,T018,8_17_9_55,2020-08-17,23,09:55:00,9,0.5,ON,HS,1,LB,0,1,N,280,51,51,-0.49,281,1,8.856057061013429,50.225195403622614
1N,55.5,137.0159374839402,146.11414033754647,T018,8_17_9_58,2020-08-17,23,09:58:00,9,0.5,ON,HS,1,LB,0,1,N,263,41,41,-0.49,281,1,-4.996643079611034,40.69439221729421
1N,55.5,137.0159374839402,146.11414033754647,T018,8_17_10_1,2020-08-17,23,10:01:00,10,0.5,ON,HS,1,LB,0,1,N,275,41,41,-0.5,281,1,3.5733854526539734,40.84398262176157
1N,55.5,137.0159374839402,146.11414033754647,T018,8_17_10_10,2020-08-17,23,10:10:00,10,0.5,ON,HS,1,LB,0,1,N,275,42,42,-0.52,281,1,3.660541195401631,41.84017731985331
1N,55.5,137.0159374839402,146.11414033754647,T018,8_17_10_15,2020-08-17,23,10:15:00,10,0.5,ON,HS,1,LB,0,1,N,265,40,40,-0.52,281,1,-3.48622970990633,39.84778792366982
1N,55.5,137.0159374839402,146.11414033754647,T019,8_17_10_36,2020-08-17,23,10:36:00,10,0.5,ON,HS,1,LB,0,1,N,263,55,55,-0.5,281,1,-6.702813887283094,54.59003834027271
1N,55.5,137.0159374839402,146.11414033754647,T019,8_17_10_53,2020-08-17,23,10:53:00,10,0.5,ON,HS,3,LB,1,1,N,250,60,60,-0.45,281,1,-20.52120859954011,56.381557247154504
1N,55.5,137.0159374839402,146.11414033754647,T019,8_17_10_59,2020-08-17,23,10:59:00,10,0.5,ON,HS,2,LB,0,1,N,245,52,52,-0.42,281,1,-21.976149610516355,47.128004925905806
1N,55.5,137.0159374839402,146.11414033754647,T020,8_17_11_45,2020-08-17,23,11:45:00,11,0.5,ON,HS,1,LB,0,1,N,63,51,51,-0.09,281,1,23.153515486716888,-45.44133273360676
1N,55.5,137.0159374839402,146.11414033754647,T021,8_17_12_37,2020-08-17,23,12:37:00,12,0.5,ON,HS,1,LB,0,1,N,267,70,70,0.48,281,1,-3.6635169370061016,69.90406743282017
1N,55.5,137.0159374839402,146.11414033754647,T021,8_17_12_44,2020-08-17,23,12:44:00,12,0.5,ON,HS,1,LB,1,1,N,240,77,77,0.57,281,1,-38.500000000000036,66.68395609140175
1N,55.5,137.0159374839402,146.11414033754647,T022,8_17_13_25,2020-08-17,23,13:25:00,13,0.5,ON,HS,1,LB,1,1,N,240,77,77,1.13,281,1,-38.500000000000036,66.68395609140175
1N,55.5,137.0159374839402,146.11414033754647,T022,8_17_13_36,2020-08-17,23,13:36:00,13,0.5,ON,HS,1,LB,1,1,N,256,67,67,1.28,281,1,-16.208767005177744,65.00981366049176
1N,55.5,137.0159374839402,146.11414033754647,T022,8_17_13_40,2020-08-17,23,13:40:00,13,0.5,ON,HS,2,LB,1,1,N,320,46,45,1.34,281,1,35.23804438347298,29.568230045580822
1N,55.5,137.0159374839402,146.11414033754647,T023,8_17_14_24,2020-08-17,23,14:24:00,14,0.5,ON,HS,1,LB,0,1,N,16,34,33,1.94,281,1,32.68289766190284,-9.371670097777972
1N,55.5,137.0159374839402,146.11414033754647,T023,8_17_14_30,2020-08-17,23,14:30:00,14,0.5,ON,HS,1,LB,1,1,N,0,45,44,2.02,281,1,45,-0
1N,55.5,137.0159374839402,146.11414033754647,T023,8_17_14_31,2020-08-17,23,14:31:00,14,0.5,ON,HS,1,LB,1,1,N,330,40,39,2.04,281,1,34.641016151377535,20.000000000000018
1N,55.5,137.0159374839402,146.11414033754647,T023,8_17_14_42,2020-08-17,23,14:42:00,14,0.5,ON,HS,1,LB,1,1,N,330,36,35,2.18,281,1,31.17691453623978,18.000000000000014
1N,55.5,137.0159374839402,146.11414033754647,T024,8_17_15_26,2020-08-17,23,15:26:00,15,0.5,ON,HS,2,LB,1,1,N,310,74,73,2.68,281,1,47.5662831168039,56.68728879080438
1N,55.5,137.0159374839402,146.11414033754647,T024,8_17_15_38,2020-08-17,23,15:38:00,15,0.5,ON,HS,1,LB,0,1,N,347,72,71,2.8,281,1,70.15464466453693,16.196475912758306
1N,55.5,137.0159374839402,146.11414033754647,T024,8_17_15_41,2020-08-17,23,15:41:00,15,0.5,ON,HS,2,LB,1,1,N,15,42,41,2.83,281,1,40.56888470414087,-10.870399894305871
1N,55.5,137.0159374839402,146.11414033754647,C002,8_18_11_10,2020-08-18,24,11:10:00,11,0.5,OFF,HS,2,LB,0,1,N,59,47,47,-0.63,239,1,24.206789520772546,-40.28686313299928
